epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,3288.14,0.5029,0.76908,1.3233,0.65371,0.65363,0.66929,0.32122,1.07438,1.32691,2.08888,0.000530906,0.000530906,0.000530906
147,3310.9,0.50105,0.77308,1.32048,0.67321,0.62257,0.65907,0.31948,1.06059,1.34184,2.08367,0.000525728,0.000525728,0.000525728
148,3332.77,0.50474,0.77573,1.32175,0.64961,0.61959,0.64347,0.31173,1.07346,1.36132,2.0668,0.000520548,0.000520548,0.000520548
149,3355.42,0.49684,0.76252,1.31599,0.67091,0.60264,0.65633,0.31066,1.08044,1.37503,2.12151,0.000515366,0.000515366,0.000515366
150,3377.65,0.50668,0.75877,1.32174,0.65666,0.63131,0.65456,0.32307,1.08695,1.29096,2.08421,0.000510184,0.000510184,0.000510184
151,3399.77,0.47888,0.74683,1.30339,0.64928,0.62665,0.65771,0.31889,1.10237,1.32699,2.07321,0.000505,0.000505,0.000505
152,3422.36,0.48104,0.73608,1.29942,0.64319,0.64385,0.66217,0.32418,1.07475,1.32251,2.09755,0.000499816,0.000499816,0.000499816
153,3444.18,0.4989,0.7418,1.31184,0.67318,0.64604,0.66807,0.32299,1.09027,1.33162,2.1269,0.000494634,0.000494634,0.000494634
154,3466.72,0.48802,0.74658,1.30456,0.64219,0.63862,0.65338,0.31478,1.09534,1.33419,2.09414,0.000489452,0.000489452,0.000489452
155,3487.92,0.47643,0.74064,1.30084,0.67409,0.61826,0.66227,0.31916,1.10212,1.33404,2.09183,0.000484272,0.000484272,0.000484272
156,3510.29,0.48807,0.73254,1.30122,0.66582,0.63602,0.66224,0.32288,1.07771,1.31845,2.12132,0.000479094,0.000479094,0.000479094
157,3531.33,0.47478,0.72857,1.29429,0.63453,0.64307,0.64424,0.31341,1.07861,1.35584,2.09349,0.000473919,0.000473919,0.000473919
158,3554.3,0.46871,0.7257,1.29189,0.64422,0.64053,0.65835,0.31471,1.10594,1.32695,2.11389,0.000468747,0.000468747,0.000468747
159,3575.91,0.47606,0.7348,1.30229,0.70003,0.60743,0.66361,0.31997,1.13934,1.3065,2.15004,0.000463579,0.000463579,0.000463579
160,3598.99,0.47904,0.72751,1.29636,0.66289,0.61374,0.64893,0.31162,1.12894,1.32899,2.13901,0.000458416,0.000458416,0.000458416
161,3621.43,0.48106,0.71659,1.28904,0.66419,0.61335,0.6471,0.31563,1.0992,1.33173,2.13478,0.000453258,0.000453258,0.000453258
162,3644.2,0.4668,0.71379,1.28251,0.65712,0.62412,0.65025,0.31413,1.1114,1.32111,2.10707,0.000448106,0.000448106,0.000448106
163,3667.31,0.46724,0.71269,1.28152,0.63813,0.63181,0.65844,0.3215,1.15728,1.31851,2.13963,0.00044296,0.00044296,0.00044296
164,3689.11,0.46944,0.71325,1.28444,0.66052,0.60473,0.65731,0.32262,1.11605,1.33025,2.13783,0.000437821,0.000437821,0.000437821
165,3712.21,0.45138,0.69275,1.26701,0.61412,0.6283,0.63931,0.31572,1.11116,1.34158,2.13702,0.000432689,0.000432689,0.000432689
166,3733.85,0.4536,0.70119,1.27169,0.63672,0.62141,0.6511,0.31596,1.12336,1.34493,2.13459,0.000427565,0.000427565,0.000427565
167,3757.13,0.4641,0.6931,1.27409,0.62055,0.64632,0.64742,0.32012,1.13523,1.336,2.12753,0.000422449,0.000422449,0.000422449
168,3779.25,0.45988,0.68699,1.26902,0.66063,0.59967,0.64695,0.31666,1.1133,1.33275,2.12085,0.000417343,0.000417343,0.000417343
169,3802.31,0.46136,0.6937,1.27825,0.66921,0.57245,0.6365,0.30918,1.12717,1.36325,2.11822,0.000412246,0.000412246,0.000412246
170,3825.22,0.45311,0.69706,1.2643,0.68244,0.60119,0.65591,0.31067,1.12685,1.35989,2.18085,0.00040716,0.00040716,0.00040716
171,3847.37,0.44876,0.68191,1.25738,0.63462,0.63178,0.6493,0.32264,1.10945,1.36254,2.15251,0.000402084,0.000402084,0.000402084
172,3870.39,0.44314,0.6683,1.24811,0.69811,0.60266,0.66421,0.31817,1.1654,1.34642,2.18964,0.000397019,0.000397019,0.000397019
